X	Y
585	18
171	15
177	6
88	9
553	5
421	6
264	5
80	5
219	17
201	5
169	4
160	4
569	3
543	3
270	4
570	2
562	2
551	2
51	1
39	5
16	2
2	1
